household_key,group,treatment,pre_active_days,pre_baskets,pre_sales,pre_quantity,recency,no_pre_purchase,pre_target_baskets,pre_target_sales,pre_target_quantity,pre_target_purchase,pre_coupon_redemptions,pre_campaign_count,target_sales,target_quantity,target_purchase,total_sales,baskets,any_purchase,target_sales_first30,target_quantity_first30,target_purchase_first30,total_sales_first30,baskets_first30,any_purchase_first30,target_sales_per_day,total_sales_per_day
1260,처치,1,35.0,36.0,2843.01,1160.0,1.0,0,36.0,1728.6000000000001,675.0,1,0,1,362.0,139.0,1,721.0500000000001,11.0,1,258.79,96.0,1,538.82,8.0,1,7.5417,15.0219
1261,처치,1,54.0,70.0,1261.47,29604.0,1.0,0,42.0,623.93,377.0,1,0,1,168.67000000000002,111.0,1,360.46,36.0,1,120.2,87.0,1,269.82,25.0,1,3.514,7.5096
1263,처치,1,35.0,42.0,2202.4,841.0,3.0,0,39.0,1065.66,415.0,1,0,3,134.89000000000001,42.0,1,200.54,7.0,1,53.16,18.0,1,97.09,4.0,1,2.8102,4.1779
1264,처치,1,50.0,58.0,2557.42,39928.0,7.0,0,42.0,1062.31,359.0,1,0,4,82.68,55.0,1,255.31,8.0,1,40.36,24.0,1,209.55,6.0,1,1.7225,5.319
1265,대조,0,19.0,22.0,614.54,340.0,2.0,0,22.0,341.32,202.0,1,0,0,53.81,41.0,1,81.81,8.0,1,16.3,13.0,1,24.07,4.0,1,1.121,1.7044
1266,처치,1,35.0,37.0,516.01,278.0,7.0,0,16.0,296.1,148.0,1,0,3,42.84,31.0,1,59.230000000000004,9.0,1,41.08,29.0,1,56.47,7.0,1,0.8925,1.234
1269,처치,1,35.0,43.0,967.71,457.0,3.0,0,35.0,553.22,239.0,1,0,1,95.5,63.0,1,143.12,6.0,1,52.78,32.0,1,80.41,3.0,1,1.9896,2.9817
1270,대조,0,19.0,25.0,956.65,344.0,12.0,0,22.0,646.9,216.0,1,0,2,154.62,54.0,1,310.87,7.0,1,97.94,33.0,1,182.1,3.0,1,3.2212,6.4765
1271,처치,1,40.0,43.0,1330.09,691.0,9.0,0,42.0,853.01,380.0,1,0,2,277.87,102.0,1,420.62,13.0,1,159.89,52.0,1,216.79,9.0,1,5.789,8.7629
1277,처치,1,74.0,89.0,1828.05,8020.0,5.0,0,75.0,875.24,403.0,1,0,2,56.89,25.0,1,127.48,11.0,1,6.25,14.0,1,29.919999999999998,4.0,1,1.1852,2.6558
1279,처치,1,57.0,74.0,1631.1200000000001,13042.0,15.0,0,65.0,958.61,464.0,1,0,2,277.48,150.0,1,547.32,18.0,1,161.16,90.0,1,360.98,11.0,1,5.7808,11.4025
1285,대조,0,41.0,45.0,1412.78,931.0,2.0,0,44.0,919.87,654.0,1,1,1,221.32,139.0,1,359.98,9.0,1,146.62,96.0,1,230.39000000000001,6.0,1,4.6108,7.4996
1287,처치,1,25.0,39.0,757.6800000000001,445.0,4.0,0,38.0,369.68,223.0,1,2,3,59.5,47.0,1,123.66,10.0,1,28.580000000000002,25.0,1,60.75,7.0,1,1.2396,2.5762
1288,대조,0,11.0,11.0,741.4,298.0,4.0,0,11.0,385.02,137.0,1,0,1,24.42,13.0,1,68.35,1.0,1,24.42,13.0,1,68.35,1.0,1,0.5088,1.424
1291,처치,1,35.0,35.0,1224.32,670.0,5.0,0,31.0,675.28,364.0,1,0,1,117.95,64.0,1,243.76,8.0,1,42.59,20.0,1,73.88,4.0,1,2.4573,5.0783
1292,대조,0,3.0,3.0,65.58,30.0,49.0,0,3.0,59.85,26.0,1,0,1,106.12,22.0,1,125.19,1.0,1,106.12,22.0,1,125.19,1.0,1,2.2108,2.6081
1293,처치,1,52.0,58.0,1094.83,757.0,5.0,0,53.0,582.2,332.0,1,0,0,170.72,98.0,1,300.37,17.0,1,107.09,64.0,1,181.64000000000001,12.0,1,3.5567,6.2577
1294,처치,1,17.0,17.0,1812.01,806.0,2.0,0,17.0,977.59,436.0,1,0,1,240.18,98.0,1,376.96,3.0,1,240.18,98.0,1,376.96,3.0,1,5.0038,7.8533
1297,처치,1,43.0,45.0,650.85,28432.0,1.0,0,39.0,407.25,176.0,1,0,3,132.37,43.0,1,166.42,12.0,1,89.46,29.0,1,115.28999999999999,7.0,1,2.7577,3.4671
1299,처치,1,44.0,63.0,1962.28,119678.0,5.0,0,42.0,906.46,404.0,1,6,5,204.57,100.0,1,380.72,13.0,1,75.17,35.0,1,164.13,6.0,1,4.2619,7.9317
1300,대조,0,14.0,17.0,441.83,41336.0,4.0,0,11.0,201.49,94.0,1,0,1,252.18,112.0,1,411.78,9.0,1,252.18,112.0,1,386.03,8.0,1,5.2538,8.5788
1301,처치,1,30.0,33.0,437.68,167.0,18.0,0,13.0,142.15,76.0,1,0,3,34.78,23.0,1,77.52,1.0,1,34.78,23.0,1,77.52,1.0,1,0.7246,1.615
1303,대조,0,58.0,70.0,1798.08,113320.0,4.0,0,31.0,676.51,236.0,1,0,2,172.49,59.0,1,447.01,18.0,1,111.17,39.0,1,323.05,13.0,1,3.5935,9.3127
1304,대조,0,27.0,27.0,260.89,144.0,24.0,0,24.0,156.18,90.0,1,0,0,39.12,15.0,1,81.57,8.0,1,27.07,11.0,1,69.52,7.0,1,0.815,1.6994
1307,처치,1,38.0,45.0,621.48,11785.0,20.0,0,28.0,241.3,102.0,1,0,1,91.41,48.0,1,255.04,24.0,1,81.01,43.0,1,209.84,15.0,1,1.9044,5.3133
1318,처치,1,26.0,27.0,1924.53,48428.0,2.0,0,21.0,1123.86,403.0,1,1,1,173.31,54.0,1,298.61,6.0,1,52.63,18.0,1,93.09,3.0,1,3.6106,6.221
1319,대조,0,13.0,13.0,218.73,129.0,5.0,0,12.0,131.39000000000001,72.0,1,0,1,1.0,1.0,1,7.55,1.0,1,1.0,1.0,1,7.55,1.0,1,0.0208,0.1573
1325,대조,0,18.0,19.0,835.5,307.0,3.0,0,18.0,464.95,175.0,1,0,1,172.31,56.0,1,291.5,7.0,1,98.21000000000001,25.0,1,175.31,4.0,1,3.5898,6.0729
1330,대조,0,25.0,27.0,694.67,15427.0,2.0,0,23.0,286.06,165.0,1,0,1,34.95,25.0,1,115.86,5.0,1,22.48,11.0,1,84.99000000000001,3.0,1,0.7281,2.4138
1331,처치,1,25.0,28.0,476.56,218.0,39.0,0,21.0,174.89000000000001,84.0,1,0,2,4.99,2.0,1,14.17,2.0,1,0.0,0.0,0,0.0,0.0,0,0.104,0.2952
1333,대조,0,48.0,50.0,2570.99,911.0,4.0,0,47.0,1636.17,552.0,1,0,0,349.54,152.0,1,778.21,11.0,1,259.14,103.0,1,568.45,7.0,1,7.2821,16.2127
1336,처치,1,31.0,31.0,1708.06,877.0,1.0,0,28.0,931.11,481.0,1,0,4,344.05,150.0,1,519.78,8.0,1,249.51,112.0,1,373.18,6.0,1,7.1677,10.8288
1345,대조,0,12.0,13.0,286.7,122.0,9.0,0,11.0,127.1,47.0,1,0,1,0.0,0.0,0,19.43,1.0,1,0.0,0.0,0,19.43,1.0,1,0.0,0.4048
1347,대조,0,24.0,32.0,894.23,28106.0,5.0,0,21.0,448.28,143.0,1,0,0,126.63,61.0,1,327.51,13.0,1,126.63,61.0,1,327.51,13.0,1,2.6381,6.8231
1349,대조,0,59.0,63.0,1861.38,22591.0,3.0,0,54.0,1017.39,476.0,1,0,1,210.11,90.0,1,418.47,16.0,1,144.12,62.0,1,275.95,11.0,1,4.3773,8.7181
1350,처치,1,22.0,30.0,495.61,5738.0,1.0,0,24.0,296.3,128.0,1,0,2,16.6,9.0,1,23.65,3.0,1,16.6,9.0,1,23.65,3.0,1,0.3458,0.4927
1351,처치,1,18.0,22.0,87.54,79.0,36.0,0,16.0,48.35,48.0,1,0,1,6.5,4.0,1,15.190000000000001,4.0,1,5.0,3.0,1,10.190000000000001,3.0,1,0.1354,0.3165
1352,처치,1,37.0,44.0,1717.43,188200.0,1.0,0,25.0,617.9,297.0,1,0,2,163.23,84.0,1,343.55,11.0,1,111.96000000000001,59.0,1,218.70000000000002,8.0,1,3.4006,7.1573
1354,대조,0,27.0,30.0,751.82,27866.0,1.0,0,25.0,384.12,165.0,1,0,0,141.39,43.0,1,224.7,9.0,1,73.96,21.0,1,122.46,5.0,1,2.9456,4.6812
1356,처치,1,33.0,35.0,893.61,419.0,6.0,0,20.0,544.61,273.0,1,1,1,16.97,9.0,1,58.5,4.0,1,2.29,1.0,1,21.450000000000003,3.0,1,0.3535,1.2188
1357,처치,1,26.0,29.0,1224.44,41654.0,4.0,0,23.0,745.4499999999999,491.0,1,1,2,170.39000000000001,85.0,1,346.2,6.0,1,170.39000000000001,85.0,1,292.75,4.0,1,3.5498,7.2125
1363,대조,0,23.0,27.0,1613.19,642.0,5.0,0,21.0,863.42,300.0,1,0,0,324.47,111.0,1,623.62,8.0,1,137.89000000000001,51.0,1,335.97,6.0,1,6.7598,12.9921
1364,처치,1,38.0,38.0,505.76,209.0,3.0,0,32.0,258.38,116.0,1,1,2,148.87,64.0,1,267.4,13.0,1,73.09,32.0,1,125.89,7.0,1,3.1015,5.5708
1366,처치,1,55.0,66.0,912.46,13021.0,6.0,0,58.0,490.83,235.0,1,0,3,296.76,130.0,1,608.34,23.0,1,176.79,73.0,1,405.27,14.0,1,6.1825,12.6738
1369,처치,1,20.0,21.0,499.91,171.0,15.0,0,20.0,222.04,86.0,1,0,1,113.43,49.0,1,279.86,11.0,1,88.11,38.0,1,213.43,7.0,1,2.3631,5.8304
1375,처치,1,42.0,52.0,1876.68,13018.0,1.0,0,46.0,1092.47,411.0,1,0,2,97.98,56.0,1,120.93,5.0,1,55.52,44.0,1,59.69,2.0,1,2.0413,2.5194
1376,처치,1,64.0,84.0,3915.57,472986.0,2.0,0,45.0,1234.46,627.0,1,0,0,284.2,127.0,1,638.36,11.0,1,173.87,79.0,1,383.98,6.0,1,5.9208,13.2992
1378,처치,1,39.0,40.0,2331.86,973.0,2.0,0,40.0,1672.06,688.0,1,0,7,294.23,124.0,1,417.93,5.0,1,199.35,82.0,1,269.3,3.0,1,6.1298,8.7069
1382,처치,1,36.0,39.0,863.94,304.0,2.0,0,33.0,450.01,142.0,1,0,3,72.47,20.0,1,152.07999999999998,8.0,1,55.14,17.0,1,133.25,7.0,1,1.5098,3.1683
1383,처치,1,31.0,34.0,252.87,100.0,4.0,0,17.0,135.08,36.0,1,0,2,55.87,11.0,1,94.31,11.0,1,33.11,7.0,1,49.269999999999996,7.0,1,1.164,1.9648
1387,대조,0,22.0,25.0,616.13,261.0,9.0,0,24.0,325.44,102.0,1,0,1,42.230000000000004,14.0,1,95.79,4.0,1,25.31,9.0,1,55.65,3.0,1,0.8798,1.9956
1388,처치,1,37.0,37.0,2021.6100000000001,79738.0,2.0,0,27.0,889.3000000000001,327.0,1,0,4,157.6,38.0,1,338.7,5.0,1,131.57,25.0,1,266.79,4.0,1,3.2833,7.0562
1389,처치,1,7.0,7.0,470.61,199.0,61.0,0,6.0,220.83,88.0,1,0,0,171.18,45.0,1,363.94,6.0,1,111.78,30.0,1,232.56,4.0,1,3.5662,7.5821
1391,처치,1,42.0,43.0,2298.62,200663.0,6.0,0,26.0,1112.27,445.0,1,0,4,286.17,146.0,1,597.98,13.0,1,197.1,98.0,1,434.23,10.0,1,5.9619,12.4579
1392,처치,1,39.0,45.0,901.96,29510.0,1.0,0,40.0,415.78,193.0,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1393,처치,1,57.0,60.0,1469.14,616.0,2.0,0,56.0,956.37,410.0,1,0,4,301.25,112.0,1,496.94,15.0,1,185.24,69.0,1,316.56,8.0,1,6.276,10.3529
1394,처치,1,49.0,51.0,1281.14,556.0,1.0,0,48.0,650.99,334.0,1,1,3,169.37,78.0,1,377.76,9.0,1,97.10000000000001,43.0,1,223.82,5.0,1,3.5285,7.87
1396,처치,1,73.0,83.0,2217.38,43995.0,1.0,0,71.0,1143.81,577.0,1,1,1,281.34,152.0,1,734.58,23.0,1,181.98,98.0,1,463.4,13.0,1,5.8612,15.3038
1402,처치,1,61.0,64.0,912.05,45740.0,3.0,0,51.0,405.82,198.0,1,0,0,28.13,17.0,1,54.32,12.0,1,21.55,13.0,1,35.75,9.0,1,0.586,1.1317
1403,처치,1,43.0,47.0,1653.58,232943.0,5.0,0,13.0,521.0600000000001,151.0,1,0,1,0.0,0.0,0,75.76,4.0,1,0.0,0.0,0,20.0,1.0,1,0.0,1.5783
1405,대조,0,11.0,12.0,589.96,231.0,7.0,0,9.0,308.05,108.0,1,0,2,75.41,8.0,1,81.5,3.0,1,17.57,3.0,1,20.75,2.0,1,1.571,1.6979
1408,대조,0,26.0,27.0,538.19,296.0,2.0,0,22.0,258.97,169.0,1,0,0,35.63,15.0,1,134.77,9.0,1,27.96,12.0,1,92.17,6.0,1,0.7423,2.8077
1409,처치,1,30.0,31.0,1613.75,598.0,1.0,0,28.0,719.21,207.0,1,0,1,304.73,76.0,1,561.54,10.0,1,257.77,60.0,1,469.45,7.0,1,6.3485,11.6987
1412,처치,1,26.0,28.0,1594.76,691.0,1.0,0,25.0,649.17,260.0,1,0,2,246.29,84.0,1,489.58,8.0,1,147.79,49.0,1,299.77,5.0,1,5.131,10.1996
1417,대조,0,19.0,30.0,1939.95,128962.0,7.0,0,19.0,901.26,624.0,1,0,0,83.88,55.0,1,221.44,4.0,1,46.65,22.0,1,168.82,2.0,1,1.7475,4.6133
1418,처치,1,20.0,20.0,877.73,251.0,8.0,0,19.0,510.78,133.0,1,0,1,65.97,3.0,1,82.69999999999999,2.0,1,65.97,3.0,1,82.69999999999999,2.0,1,1.3744,1.7229
1419,대조,0,107.0,158.0,2502.58,54000.0,1.0,0,94.0,1261.17,503.0,1,0,0,209.88,106.0,1,444.51,30.0,1,115.88,60.0,1,254.03,17.0,1,4.3725,9.2606
1421,처치,1,55.0,64.0,1787.3700000000001,235659.0,6.0,0,49.0,629.66,351.0,1,3,4,198.16,105.0,1,470.15000000000003,22.0,1,156.66,89.0,1,397.88,17.0,1,4.1283,9.7948
1423,처치,1,40.0,48.0,555.29,3812.0,7.0,0,32.0,312.7,236.0,1,0,1,195.26,100.0,1,253.17,12.0,1,116.25,69.0,1,140.83,7.0,1,4.0679,5.2744
1424,대조,0,15.0,15.0,171.03,91.0,11.0,0,14.0,107.99,52.0,1,0,1,19.36,7.0,1,37.68,5.0,1,13.32,5.0,1,28.37,4.0,1,0.4033,0.785
1425,처치,1,27.0,36.0,1205.58,560.0,2.0,0,28.0,537.6800000000001,248.0,1,0,2,129.8,72.0,1,344.36,13.0,1,58.58,30.0,1,195.17000000000002,9.0,1,2.7042,7.1742
1426,대조,0,5.0,5.0,248.97,110.0,15.0,0,5.0,135.95,59.0,1,0,2,74.44,22.0,1,118.44,3.0,1,34.39,13.0,1,57.14,1.0,1,1.5508,2.4675
1428,대조,0,49.0,64.0,2114.23,131752.0,5.0,0,40.0,872.13,431.0,1,0,0,90.6,40.0,1,284.84,15.0,1,65.33,29.0,1,238.16,11.0,1,1.8875,5.9342
1429,대조,0,24.0,24.0,233.27,152.0,7.0,0,18.0,126.44,96.0,1,1,1,39.49,25.0,1,49.230000000000004,6.0,1,24.990000000000002,14.0,1,32.47,3.0,1,0.8227,1.0256
1431,처치,1,37.0,40.0,688.84,260.0,3.0,0,27.0,266.03000000000003,89.0,1,0,1,73.34,23.0,1,268.91,20.0,1,37.46,10.0,1,135.47,11.0,1,1.5279,5.6023
1434,처치,1,69.0,83.0,1614.63,772.0,1.0,0,74.0,959.4300000000001,420.0,1,0,2,155.3,80.0,1,251.24,15.0,1,70.95,40.0,1,136.39,7.0,1,3.2354,5.2342
1438,대조,0,11.0,12.0,795.63,277.0,13.0,0,12.0,472.1,175.0,1,0,1,77.78,25.0,1,127.88,4.0,1,43.39,10.0,1,81.45,2.0,1,1.6204,2.6642
1440,대조,0,28.0,29.0,631.61,49523.0,2.0,0,20.0,244.14,115.0,1,0,0,129.9,45.0,1,332.53,15.0,1,114.63,42.0,1,223.45,5.0,1,2.7063,6.9277
1443,대조,0,32.0,36.0,455.7,144.0,5.0,0,30.0,176.01,59.0,1,0,1,2.0,1.0,1,2.0,1.0,1,2.0,1.0,1,2.0,1.0,1,0.0417,0.0417
1447,대조,0,12.0,15.0,260.51,58.0,10.0,0,11.0,188.58,33.0,1,0,0,38.620000000000005,46.0,1,40.9,2.0,1,24.44,24.0,1,24.44,1.0,1,0.8046,0.8521
1448,대조,0,57.0,63.0,1313.77,4147.0,11.0,0,35.0,438.47,161.0,1,0,0,38.99,9.0,1,105.92999999999999,5.0,1,38.99,9.0,1,105.92999999999999,5.0,1,0.8123,2.2069
1452,처치,1,96.0,125.0,631.73,12979.0,3.0,0,66.0,324.28000000000003,352.0,1,0,4,62.32,60.0,1,130.75,23.0,1,27.03,27.0,1,56.230000000000004,12.0,1,1.2983,2.724
1454,처치,1,66.0,78.0,2492.25,133450.0,3.0,0,60.0,1123.17,544.0,1,0,1,227.52,115.0,1,513.34,17.0,1,122.7,71.0,1,323.17,13.0,1,4.74,10.6946
1456,처치,1,24.0,25.0,631.15,257.0,3.0,0,21.0,287.4,112.0,1,0,0,28.28,11.0,1,48.24,3.0,1,22.79,10.0,1,42.75,2.0,1,0.5892,1.005
1458,처치,1,30.0,33.0,809.07,10256.0,1.0,0,22.0,452.57,205.0,1,0,1,115.21000000000001,63.0,1,257.83,11.0,1,58.3,31.0,1,184.65,8.0,1,2.4002,5.3715
1460,대조,0,18.0,19.0,1008.48,17984.0,6.0,0,15.0,515.41,185.0,1,0,1,17.83,5.0,1,44.97,3.0,1,17.83,5.0,1,44.97,3.0,1,0.3715,0.9369
1461,처치,1,64.0,78.0,2084.84,133510.0,3.0,0,57.0,1308.08,607.0,1,0,2,216.75,102.0,1,379.66,17.0,1,149.23,71.0,1,248.95,12.0,1,4.5156,7.9096
1463,처치,1,38.0,42.0,1133.04,159030.0,1.0,0,22.0,330.11,174.0,1,1,3,47.15,41.0,1,105.83,6.0,1,19.15,13.0,1,44.37,2.0,1,0.9823,2.2048
1464,대조,0,22.0,25.0,760.96,4678.0,12.0,0,23.0,542.16,280.0,1,0,1,161.3,60.0,1,273.52,6.0,1,120.19,39.0,1,208.09,3.0,1,3.3604,5.6983
1467,처치,1,154.0,390.0,1002.46,21607.0,1.0,0,103.0,263.79,159.0,1,0,0,40.38,28.0,1,237.49,86.0,1,26.62,21.0,1,172.87,55.0,1,0.8412,4.9477
1468,대조,0,18.0,19.0,1121.96,23092.0,4.0,0,16.0,647.9300000000001,263.0,1,0,1,191.32,70.0,1,504.49,12.0,1,135.85,48.0,1,305.39,6.0,1,3.9858,10.5102
1474,대조,0,22.0,24.0,775.85,311.0,7.0,0,22.0,418.19,143.0,1,0,0,238.68,107.0,1,562.81,14.0,1,157.33,66.0,1,365.08,8.0,1,4.9725,11.7252
1476,처치,1,81.0,116.0,3053.0,411222.0,1.0,0,68.0,790.21,297.0,1,0,4,125.54,38.0,1,541.94,20.0,1,125.54,38.0,1,513.32,19.0,1,2.6154,11.2904
1479,대조,0,122.0,234.0,2730.02,32796.0,2.0,0,141.0,1123.49,454.0,1,0,0,386.33,164.0,1,880.34,70.0,1,207.8,93.0,1,529.75,43.0,1,8.0485,18.3404
1483,처치,1,31.0,36.0,1428.56,47590.0,1.0,0,20.0,728.37,306.0,1,0,2,49.88,26.0,1,112.17,6.0,1,6.99,1.0,1,35.58,3.0,1,1.0392,2.3369
1484,대조,0,38.0,41.0,1017.21,517.0,1.0,0,37.0,513.48,278.0,1,0,0,127.19,44.0,1,223.37,8.0,1,63.25,21.0,1,119.84,5.0,1,2.6498,4.6535
1485,처치,1,14.0,15.0,387.01,109.0,7.0,0,11.0,103.33,35.0,1,0,2,128.07,32.0,1,310.03,5.0,1,122.07,29.0,1,216.91,3.0,1,2.6681,6.459
1488,처치,1,26.0,27.0,926.65,15238.0,2.0,0,21.0,436.62,229.0,1,0,1,183.56,89.0,1,404.86,6.0,1,169.46,83.0,1,339.09000000000003,4.0,1,3.8242,8.4346
1490,처치,1,54.0,61.0,1353.22,86369.0,1.0,0,51.0,737.12,234.0,1,0,3,199.72,65.0,1,378.3,18.0,1,103.48,34.0,1,174.48,10.0,1,4.1608,7.8812
1491,처치,1,83.0,90.0,1708.33,864.0,10.0,0,83.0,1019.87,542.0,1,0,3,249.31,107.0,1,383.16,18.0,1,146.91,61.0,1,223.25,11.0,1,5.194,7.9825
1492,처치,1,29.0,30.0,403.33,201.0,4.0,0,29.0,290.87,133.0,1,0,2,37.09,22.0,1,65.32000000000001,5.0,1,9.0,10.0,1,25.48,2.0,1,0.7727,1.3608
1493,대조,0,5.0,5.0,111.37,60.0,53.0,0,5.0,66.32,35.0,1,0,1,8.32,3.0,1,45.61,2.0,1,8.32,3.0,1,43.63,1.0,1,0.1733,0.9502
1495,대조,0,46.0,47.0,565.3,416.0,2.0,0,43.0,303.95,170.0,1,0,0,77.21,35.0,1,119.65,13.0,1,45.699999999999996,19.0,1,68.84,8.0,1,1.6085,2.4927
1499,대조,0,30.0,31.0,762.64,14120.0,9.0,0,28.0,447.15,167.0,1,0,1,128.37,47.0,1,179.06,6.0,1,84.85,30.0,1,103.02,4.0,1,2.6744,3.7304
1501,처치,1,52.0,59.0,2455.42,267349.0,5.0,0,39.0,867.84,411.0,1,0,1,229.35,101.0,1,754.33,22.0,1,151.75,65.0,1,505.47,15.0,1,4.7781,15.7152
1502,대조,0,11.0,11.0,249.97,82.0,11.0,0,7.0,62.28,25.0,1,0,4,59.99,1.0,1,59.99,1.0,1,59.99,1.0,1,59.99,1.0,1,1.2498,1.2498
1505,처치,1,23.0,24.0,1097.96,451.0,3.0,0,22.0,532.26,210.0,1,0,1,134.57,77.0,1,329.38,8.0,1,80.76,49.0,1,199.9,5.0,1,2.8035,6.8621
1506,처치,1,38.0,46.0,797.45,464.0,1.0,0,36.0,482.63,238.0,1,0,0,110.25,60.0,1,145.59,11.0,1,69.0,37.0,1,87.38,7.0,1,2.2969,3.0331
1508,처치,1,17.0,17.0,421.75,16174.0,3.0,0,15.0,292.55,135.0,1,0,1,79.85000000000001,31.0,1,113.65,7.0,1,74.85000000000001,26.0,1,80.02,4.0,1,1.6635,2.3677
1509,처치,1,59.0,68.0,2092.76,182436.0,10.0,0,43.0,743.12,231.0,1,0,0,150.68,40.0,1,525.68,15.0,1,108.12,28.0,1,254.24,7.0,1,3.1392,10.9517
1511,처치,1,43.0,52.0,1264.5,646.0,2.0,0,42.0,718.72,339.0,1,0,1,254.95,109.0,1,424.78000000000003,14.0,1,177.54,70.0,1,312.85,9.0,1,5.3115,8.8496
1512,대조,0,21.0,24.0,520.22,50785.0,5.0,0,12.0,217.31,114.0,1,0,1,0.0,0.0,0,28.66,2.0,1,0.0,0.0,0,6.66,1.0,1,0.0,0.5971
1518,대조,0,9.0,11.0,203.68,103.0,29.0,0,8.0,120.34,42.0,1,0,1,114.29,27.0,1,118.43,1.0,1,114.29,27.0,1,118.43,1.0,1,2.381,2.4673
1520,처치,1,41.0,43.0,1340.73,295514.0,3.0,0,23.0,294.8,211.0,1,0,1,110.87,72.0,1,300.33,10.0,1,74.34,41.0,1,248.05,7.0,1,2.3098,6.2569
1524,대조,0,21.0,22.0,987.6700000000001,72134.0,5.0,0,13.0,455.38,195.0,1,0,1,108.36,48.0,1,265.64,5.0,1,66.44,33.0,1,162.43,3.0,1,2.2575,5.5342
1526,처치,1,61.0,63.0,954.99,498.0,19.0,0,58.0,461.9,228.0,1,0,1,81.77,38.0,1,186.05,15.0,1,31.32,15.0,1,82.48,5.0,1,1.7035,3.876
1530,대조,0,14.0,14.0,308.37,114.0,34.0,0,14.0,209.84,83.0,1,0,1,0.0,0.0,0,38.68,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.8058
1532,대조,0,2.0,2.0,77.79,14.0,43.0,0,0.0,0.0,0.0,0,0,1,0.44,1.0,1,44.78,2.0,1,0.44,1.0,1,44.78,2.0,1,0.0092,0.9329
1535,처치,1,76.0,115.0,3372.0,39145.0,1.0,0,95.0,1929.88,661.0,1,0,2,390.64,138.0,1,590.02,21.0,1,358.59000000000003,124.0,1,535.97,18.0,1,8.1383,12.2921
1537,처치,1,25.0,34.0,754.6899999999999,39637.0,2.0,0,22.0,448.08,146.0,1,0,1,18.89,8.0,1,51.54,6.0,1,6.34,3.0,1,21.330000000000002,2.0,1,0.3935,1.0738
1542,처치,1,35.0,37.0,653.37,219.0,11.0,0,27.0,311.53,98.0,1,0,2,37.14,14.0,1,99.5,7.0,1,30.150000000000002,11.0,1,68.38,5.0,1,0.7738,2.0729
1544,처치,1,7.0,8.0,435.7,17421.0,9.0,0,6.0,170.91,78.0,1,0,3,37.96,24.0,1,111.49,4.0,1,7.48,3.0,1,77.93,3.0,1,0.7908,2.3227
1545,처치,1,63.0,72.0,1719.1100000000001,721.0,1.0,0,61.0,938.67,327.0,1,0,1,112.62,42.0,1,225.86,11.0,1,54.12,22.0,1,113.07000000000001,6.0,1,2.3462,4.7054
1547,처치,1,61.0,78.0,452.63,86169.0,27.0,0,20.0,71.99000000000001,32.0,1,0,0,2.5,2.0,1,112.82000000000001,16.0,1,0.0,0.0,0,0.79,1.0,1,0.0521,2.3504
1548,처치,1,11.0,11.0,215.33,108.0,9.0,0,10.0,109.92,48.0,1,0,3,23.6,12.0,1,55.2,2.0,1,23.6,12.0,1,35.18,1.0,1,0.4917,1.15
1549,처치,1,46.0,55.0,577.5600000000001,15065.0,4.0,0,47.0,374.63,226.0,1,0,3,51.269999999999996,27.0,1,108.18,9.0,1,22.22,16.0,1,56.730000000000004,4.0,1,1.0681,2.2538
1551,대조,0,0.0,0.0,0.0,0.0,200.0,1,0.0,0.0,0.0,0,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1563,처치,1,28.0,36.0,933.0,4125.0,2.0,0,27.0,428.72,132.0,1,0,1,114.76,56.0,1,230.06,12.0,1,70.03,33.0,1,161.35,8.0,1,2.3908,4.7929
1566,대조,0,85.0,122.0,4014.66,149529.0,1.0,0,77.0,1780.1000000000001,658.0,1,0,0,644.57,210.0,1,1190.3500000000001,42.0,1,484.61,159.0,1,866.33,28.0,1,13.4285,24.799
1567,처치,1,39.0,46.0,559.46,356.0,1.0,0,37.0,318.48,164.0,1,0,1,145.32,100.0,1,264.87,24.0,1,95.59,71.0,1,193.61,15.0,1,3.0275,5.5181
1568,처치,1,24.0,28.0,1228.05,566.0,3.0,0,26.0,684.25,283.0,1,2,2,230.77,90.0,1,473.6,7.0,1,170.76,68.0,1,372.93,6.0,1,4.8077,9.8667
1569,대조,0,21.0,24.0,369.7,216.0,2.0,0,20.0,215.6,122.0,1,0,2,18.310000000000002,6.0,1,28.86,2.0,1,18.310000000000002,6.0,1,28.86,2.0,1,0.3815,0.6012
1572,대조,0,8.0,8.0,343.38,123.0,12.0,0,8.0,180.72,73.0,1,0,0,42.480000000000004,17.0,1,56.14,3.0,1,42.480000000000004,17.0,1,56.14,3.0,1,0.885,1.1696
1575,대조,0,22.0,23.0,807.4,478.0,14.0,0,23.0,542.84,336.0,1,0,0,125.99,73.0,1,187.62,7.0,1,120.6,66.0,1,182.23,6.0,1,2.6248,3.9088
1578,처치,1,24.0,28.0,784.98,12975.0,4.0,0,24.0,434.36,186.0,1,0,0,95.35,57.0,1,169.42,8.0,1,54.45,41.0,1,90.21,3.0,1,1.9865,3.5296
1579,처치,1,113.0,177.0,3874.64,311368.0,1.0,0,121.0,1231.61,604.0,1,0,3,329.49,167.0,1,1136.22,65.0,1,220.79,103.0,1,782.74,41.0,1,6.8644,23.6712
